key,name,npc,lvmin,exp,parent,job
3939,티건의 머리카락,2101004,86,14421, ,[]
3940,임무 완수!,2101010,86,144213,모래그림단의 첫번째 임무,[]
3941,왕비의 비단 빼앗기,2101013,86,144213, ,[]
3942,바이런의 추천서,2101005,30,3500, ,[100]
3943,바이런의 추천서!,2101005,30,3500, ,[200]
3944,바이런의 추천서!!,2101005,30,3500, ,[300]
3945,바이런의 추천서!!!,2101005,30,3500, ,[400]
3946,선행에 대한 적절한 보상,2101000,86,3500, ,[]
3947,바이런의 추천서!!!!,2101005,30,3500, ,[500]
3948,세쟌의 좋은 버릇,2101011,75,37400, ,[]
3949,지유르의 궁전 출입 자격증,2101001,75,37400,누나를 찾아서,[]
3950,티건과의 거래,2101001,75,35000,누나를 찾아서,[]
3951,나무꾼의 시험,2071011,55,15000, ,[]
3952,모래그림단의 현상수배,2101000,86,15000,사막의 현상수배,[]
3953,무하마드 설득하기,2100001,86,15000,사막의 현상수배,[]
3954,데우 퇴치하기,2101010,86,237067,사막의 현상수배,[]
3955,의문의 피라미드를 찾아서...,2101005,80,6000, ,[]
3956,[아스완 해방전] 사막의 오벨리스크,2101004,40,1000, ,[]
3957,[아스완 해방전] 지하도시 아스완,2181000,0,1000, ,[]
3958,[아스완 해방전] 멸망의 이유,2183001,0,1000, ,[]
3959,[아스완 해방전] 아스완에 남겨진 것,2183001,0,1000, ,[]
3960,[아스완 해방전] 장님의 전쟁,2183002,0,1000, ,[]
3961,[아스완 해방전] 무녀의 구슬,2183001,0,1000, ,[]
3962,[아스완 해방전] 어리석은 자1,2183000,0,1000, ,[]
3963,[아스완 해방전] 어리석은 자2,2183002,0,1000, ,[]
3964,[아스완 해방전] 이유를 알고 싶어요,2183002,0,1000, ,[]
3965,[아스완 해방전] 이지모드,2183002,0,1000, ,[]
3966,[아스완 해방전] 노멀모드,2183002,0,1000, ,[]
3967,[아스완 해방전] 하드모드,2183002,0,1000, ,[]
3968,[아스완 해방전] 헬모드,2183002,0,1000, ,[]
3973,[아스완 해방전] 보급모드,2183002,0,1000, ,[]
3975,아스완에서 얻을 수 있는 것,2183002,40,1000, ,[]
3976,아스완 전장 : 점령전 공략!,2183002,40,1000, ,[]
3977,아스완 전장 : 공격전 공략!,2183002,40,1000, ,[]
3978,아스완 전장 : 방어전 공략!,2183002,40,1000, ,[]
3979,아스완 전장 : 보급전 공략!,2183002,40,1000, ,[]
3982,[하드 힐라] 승리를 향한 마지막 함성,2183001,120,1000, ,[]
3983,[하드 힐라] 실력있는 아스완 불사 영웅,2183001,120,1000, ,[]
3984,[하드 힐라] 근성있는 아스완 해방 영웅,2183001,120,1000, ,[]
3985,[하드 힐라] 속도가 생명인 아스완 민첩 영웅,2183001,120,1000, ,[]
3986,[아스완 해방전] 들려오는 승리의 함성,2101004,40,1000, ,[]
3987,[아스완 해방전] 해방된 아스완,2183001,0,1000, ,[]
3988,[아스완 해방전] 끊임없는 고통 속의 한줄기 빛,2183002,0,10000, ,[]
3994,서큘레이터를 재지급해 드리겠습니다.,2182001,13,10000, ,[]
3997,모래그림단의 두번째 임무,2101010,86,173055, ,[]
3998,모래그림단의 세번째 임무,2101010,86,182670, ,[]
3999,모래그림단의 네번째 임무,2101010,86,192284, ,[]
4000,아종의 취미생활 1,9330016,45,12000,아종의 취미생활,[]
4001,아종의 취미생활 2,9330016,45,12000,아종의 취미생활,[]
4002,할머니가 아파요,9330017,35,500,껌팔이 소녀의 효심,[]
4003,오씨의 버블티 사업,9330018,35,5400,껌팔이 소녀의 효심,[]
4004,죽 요리 배달,9330018,35,3000,껌팔이 소녀의 효심,[]
4005,껌팔이 소녀의 핑크예티,9330017,45,10000, ,[]
4006,연인의 마법선물,9330003,42,32600, ,[]
4007,완벽한 상자,9330005,42,32600, ,[]
4008,보관함의 열쇠,1012101,42,32600, ,[]
4009,영웅의 북,9330006,42,32600, ,[]
4010,영원의 눈물,9330004,42,32600, ,[]
4011,주걸균의 음악상자,9330003,80,1000, ,[]
4012,목걸이를 찾아서 1,9330019,80,1200, ,[]
4013,목걸이를 찾아서 2,9330020,80,47200, ,[]
4014,자격의 시험,9330028,0,23800, ,[]
4100,난폭해진 가축,9310010,45,11000, ,[]
4101,양씨 아저씨의 소개,9310010,45,500, ,[]
4102,자격의 증명,9310008,45,7000, ,[]
4103,비밀임무,9310008,45,17500, ,[]
4104,사진기사 조씨의 부탁,9310012,30,1800, ,[]
4105,양씨 아저씨의 농사일 돕기,9310010,30,6500, ,[]
4106,잃어버린 사진기용 삼각대,9310010,30,6500, ,[]
4107,노점상 주인 여씨와 물물교환 1,9310011,10,6500, ,[]
4108,노점상 주인 여씨와 물물교환 2,9310011,10,6500, ,[]
4109,정경찰의 부탁,9310005,45,3500, ,[]
4200,폰라의 부탁,9250000,25,300,예뻐지고 싶은 폰라,[]
4201,리사의 복수,2012012,25,400,예뻐지고 싶은 폰라,[]
4202,휴즈의 가짜 설계도 연구재료,2012017,25,2100,예뻐지고 싶은 폰라,[]
4203,휴즈의 엉터리 실험,2012017,25,400,예뻐지고 싶은 폰라,[]
4204,폰라를 위한 마법의 화장품,2012012,25,2150,예뻐지고 싶은 폰라,[]
4205,폰라의 파티복과 유리구두,9250000,25,800,파티에 가고 싶은 폰라,[]
4206,장로의 조건,9250014,25,3000,파티에 가고 싶은 폰라,[]
4207,완성된 파티복과 유리구두,9250014,25,3500,파티에 가고 싶은 폰라,[]
4208,아픈 뱀을 위한 영양식 I,9250001,10,300,뱀을 위한 영양식,[]
4209,아픈 뱀을 위한 영양식 I I,9250001,10,500,뱀을 위한 영양식,[]
4210,뱀을 무서워하는 지트 아저씨,9250004,55,16300, ,[]
4211,플로팅마켓 수호대 가입하기1,9250012,10,50,플로팅마켓 수호대 가입하기,[]
4212,플로팅마켓 수호대 가입하기2,9250003,10,100,플로팅마켓 수호대 가입하기,[]
4213,플로팅마켓 수호대 가입하기3,9250005,10,150,플로팅마켓 수호대 가입하기,[]
4214,플로팅마켓 수호대 가입하기4,9250013,10,200,플로팅마켓 수호대 가입하기,[]
4215,플로팅마켓 수호대 가입하기5,9250014,10,250,플로팅마켓 수호대 가입하기,[]
4216,플로팅마켓 수호대 가입완료,9250004,10,800,플로팅마켓 수호대 가입하기,[]
4217,수호대의 첫 번째 임무,9250012,20,1650,플로팅마켓 수호대 임무,[]
4218,수호대의 두 번째 임무,9250012,20,1820,플로팅마켓 수호대 임무,[]
4300,키노코노코의 고민,9110002,20,3000, ,[]
4301,키노코노코의 불너구리 퇴치,9110002,25,3500, ,[]
4302,하나코의 여우 꼬리 목도리1,9120001,25,4000,하나코의 여우 꼬리 의상,[]
4303,하나코의 여우 꼬리 목도리2,9120001,25,6000,하나코의 여우 꼬리 의상,[]
4304,하나코의 여우 꼬리 코트,9120001,25,10000,하나코의 여우 꼬리 의상,[]
4305,큰 구름여우 퇴치,9120001,40,10500, ,[]
4306,버섯신사의 제등,9120003,35,10500, ,[]
4307,망령 퇴치,9120003,55,20600, ,[]
4308,물도깨비의 오이,9120003,55,21500, ,[]
4309,블루머쉬맘 퇴치,9120003,85,19800, ,[]
4310,태공의 부탁:떠내려온 물건,2060002,70,20000, ,[]
4311,섬나라의 이야기,2040052,70,20000, ,[]
4312,까마귀떼의 습격,2200012,0,80000, ,[]
4313,은밀한 부탁,2200000,0,90000, ,[]
4314,상인의 딸,2200001,0,20000, ,[]
4315,사쿠라 공주님에 대한 소문,2200005,0,20000, ,[]
4316,또다른 소문,2200006,0,20000, ,[]
4317,벚꽃성안으로...,2200007,0,20000, ,[]
4318,이상한 낌새,2200008,0,100000, ,[]
4319,탐정 나가레,2200008,0,20000, ,[]
4320,중급 닌자 조사,2200002,0,100000, ,[]
4321,별궁의 그녀,2200002,0,110000, ,[]
4322,후지에게 있는 정보,2200004,0,20000, ,[]
4323,사악한 그림자,2200003,0,110000, ,[]
4324,결계파괴의 열쇠,2200003,0,110500, ,[]
4325,두꺼비 요괴 퇴치,2200003,0,130000, ,[]
4326,달과 벚꽃의 무사,2200004,0,130000, ,[]
4327,아오이를 위한 선물,2200004,0,20000, ,[]
6000,떠돌이 연금술사의 새로운 기술,2040050,33,20000, ,[]
6002,몬스터 라이딩,2060005,60,32000, ,"[111, 121, 131, 112, 122, 132, 113, 123, 133, 211, 221, 231, 212, 222, 232, 213, 223, 233, 311, 321, 331, 312, 322, 332, 313, 323, 333, 411, 421, 412, 422, 413, 423, 433, 434, 435, 511, 521, 531, 512, 522, 532, 513, 523, 533]"
6003,페로몬 향수,2060005,60,17000, ,[]
6004,잃어버린 안장,2060005,60,1000, ,[]
6005,잃어버린 향수,2060005,60,1000, ,[]
6006,은빛갈기,2060005,60,50000, ,"[112, 122, 132, 113, 123, 133, 212, 222, 232, 213, 223, 233, 312, 322, 332, 313, 323, 333, 412, 422, 413, 423, 434, 435, 512, 522, 532, 513, 523, 533]"
6007,드래곤의 향수병,2081000,60,50000, ,[]
6008,드래곤 라이더,2081100,200,50000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 113, 123, 133]"
6009,드래곤 라이더 ,2081200,200,50000, ,"[200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 213, 223, 233]"
6010,드래곤 라이더  ,2081300,200,50000, ,"[300, 301, 310, 320, 330, 311, 321, 331, 312, 322, 332, 313, 323, 333]"
6011,드래곤 라이더   ,2081400,200,50000, ,"[400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 413, 423, 433, 434, 435]"
6012,카이린의 가르침,1090000,120,50000, ,[]
6013,드래곤 라이더    ,2081500,200,50000, ,"[500, 510, 520, 530, 501, 511, 521, 531, 512, 522, 532, 513, 523, 533]"
6014,반리씨의 예리한 솜씨,2110003,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6015,루이씨의 첫 번째 주문,2110002,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6016,루이씨의 두 번째 주문,2110002,50,10500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6017,루이씨의 세 번째 주문,2110002,55,15000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6018,루이씨의 네 번째 주문,2110002,60,20000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6019,루이씨의 다섯 번째 주문,2110002,65,28000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6020,루이씨의 여섯 번째 주문,2110002,70,36000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6021,루이씨의 일곱 번째 주문,2110002,75,37000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6022,루이씨의 여덟 번째 주문,2110002,80,47000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6023,루이씨의 아홉 번째 주문,2110002,85,60000, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6024,루이씨의 열 번째 주문,2110002,90,77700, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6025,루이씨의 열한 번째 주문,2110002,95,99100, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6026,루이씨의 열두 번째 주문,2110002,100,111300, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6027,루이씨의 특별주문,2110002,105,135000,루이씨의 열세 번째 주문,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6028,압둘라 8세의 전언,2101009,105,135000,루이씨의 열세 번째 주문,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6029,스탠의 신기술,2110004,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6030,카슨의 연금술 수업,2110004,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6031,휴즈의 과학 수업,2110004,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6032,스탠의 실기 수업,2110004,45,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6033,스탠의 두 번째 가르침,2110004,75,7500, ,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6034,스탠이 놓친 것,2110004,105,7500,스탠의 세 번째 가르침!,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6035,종이조각의 주인,2112017,105,7500,스탠의 세 번째 가르침!,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6036,뜻밖의 결과,2110004,105,7500,스탠의 세 번째 가르침!,"[100, 110, 120, 130, 111, 121, 131, 112, 122, 132, 200, 210, 220, 230, 211, 221, 231, 212, 222, 232, 300, 310, 320, 311, 321, 312, 322, 400, 410, 420, 430, 411, 421, 431, 412, 422, 432, 433, 434, 500, 510, 520, 511, 521, 512, 522, 1100, 1110, 1111, 1112, 1200, 1210, 1211, 1212, 1300, 1310, 1311, 1312, 1400, 1410, 1411, 1412, 1500, 1510, 1511, 1512, 2100, 2110, 2111, 2112, 2200, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 3200, 3210, 3211, 3212, 3300, 3310, 3311, 3312, 3500, 3510, 3511, 3512]"
6040,바이퍼의 길을 걷는 자여,2081500,100,7500, ,"[512, 513]"
6041,캡틴의 길을 걷는 자여,2081500,100,7500, ,"[522, 523]"
6042,"진정한 캡틴의 라이딩, 배틀쉽 봄버!",1090000,150,7500, ,"[522, 523]"
6100,투명한 잉크로 쓰여진 책,2040052,120,700000,극단의 시험,"[312, 322]"
6101,오래된 책 ,2040052,120,100000,극단의 시험,"[312, 322]"
6102,궁수의 궁극 스킬,1012100,120,100000,극단의 시험,"[312, 322]"
6103,샤모스의 충고,2020010,120,100000,극단의 시험,"[312, 322]"
6104,새로운 추측,2022003,120,100000,극단의 시험,"[312, 322]"
6105,기억하고 있는 자,2020010,120,100000,극단의 시험,"[312, 322]"
6106,의미 없는 존재,1061011,120,100000,극단의 시험,"[312, 322]"
6107,어둠의 영혼석,1061012,0,700000,극단의 시험,"[312, 322]"
6108,이계의 주니어발록,1061012,0,1000000,극단의 시험,"[312, 322]"
6110,만지의 시험,1022002,0,1000000, ,"[112, 122, 132]"
6120,드래곤을 지키는 기사,2081007,120,300000,드래곤 하트,[232]
6121,바하뮤트의 힘1,2081007,120,100000,드래곤 하트,[232]
6122,바하뮤트의 힘2,2081007,120,150000,드래곤 하트,[232]
6123,바하뮤트의 힘3,2081007,120,200000,드래곤 하트,[232]
6124,바하뮤트의 완성,2081007,120,250000,드래곤 하트,[232]
6130,검은 책,2081200,120,100000,카론의 노트,[232]
6131,모순의 방법,2060100,120,800000,카론의 노트,[232]
6132,차가운 불씨,2060100,120,500000,카론의 노트,[232]
6133,카론의 노트,2060100,120,100000,카론의 노트,[232]
6134,리저렉션,1061011,120,1000000,카론의 노트,[232]
6140,다크로드,2081400,120,300000,그림자 속에 숨은 존재,"[412, 422]"
6141,그림자 속에 숨은 존재,1052001,120,2700000,그림자 속에 숨은 존재,"[412, 422]"
