key,name,lv,att,exp
8240017,비행 변신술사,0,0,0
8240018,비행 변신술사,0,0,0
8240019,블랙윙 캐리어,0,0,0
8240020,미사일,0,0,0
8240021,경비 로봇 SM,0,0,0
8240022,경비 로봇 DM,0,0,0
8240023,레드 뿅뿅젤리,0,0,0
8240024,블루 뿅뿅젤리,0,0,0
8240025,옐로 뿅뿅젤리,0,0,0
8240026,레드 뿅뿅젤리,0,0,0
8240027,블루 뿅뿅젤리,0,0,0
8240028,옐로 뿅뿅젤리,0,0,0
8240029,프란시스의 인형,0,0,0
8240030,토끼인형 상자,0,0,0
8240031,도둑참새,0,0,0
8240032,레드 뿅뿅젤리,0,0,0
8240033,열마리의 부기,0,0,0
8240035,레드 뿅뿅젤리,0,0,0
8240036,블루 뿅뿅젤리,0,0,0
8240037,옐로 뿅뿅젤리,0,0,0
8240038,인형사 프란시스,0,0,0
8240039,변신술사 바로크,0,0,0
8240040,구피,0,0,0
8240041,돌피,0,0,0
8240042,리피,0,0,0
8240043,시그너스 병사,0,0,0
8240044,레지스탕스 병사,0,0,0
8240045,헬레나,0,0,0
8240046,블랙윙캐리어,0,0,0
8240047,블랙윙캐리어,0,0,0
8240048,다고쓰,0,0,0
8240049,검은 마녀 엘레오노르,0,0,0
8240050,블랙윙의 하수인 A,0,0,0
8240051,블랙윙의 하수인 B,0,0,0
8240052,블랙윙의 하수인 C,0,0,0
8240053,바로크의 미사일,0,0,0
8240054,포격형 안드로이드A,0,0,0
8240055,낙하형 안드로이드A,0,0,0
8240056,감시 안드로이드,0,0,0
8240057,레이저로이드 JEK,0,0,0
8240058,블랙윙 관리자,0,0,0
8240059,레이저로이드 JEK,0,0,0
8240060,중앙 탑 감시자,0,0,0
8240061,블랙윙의 하수인 D,0,0,0
8240062,블랙윙의 하수인 D,0,0,0
8240063,블랙윙의 하수인 D,0,0,0
8240064,포격형 안드로이드A,0,0,0
8240065,포격형 안드로이드A,0,0,0
8240066,포격형 안드로이드A,0,0,0
8240067,게오르크,0,0,0
8240068,분쇄기,0,0,0
8240069,미끌어지는 안드로이드,0,0,0
8240070,화장실 간부,0,0,0
8240071,결계 해체기,0,0,0
8240072,결계 해체기,0,0,0
8240073,결계 해체기,0,0,0
8240074,결계 해체기,0,0,0
8240075,레지스탕스 병사,0,0,0
8240076,벽,0,0,0
8240077,컨테이너 박스 A,0,0,0
8240078,컨테이너 박스 B,0,0,0
8240079,컨테이너 박스 C,0,0,0
8240080,컨테이너 박스 D,0,0,0
8240081,컨테이너 박스 E,0,0,0
8240082,블랙윙의 하수인 D,0,0,0
8240083,포격형 안드로이드A,0,0,0
8240084,수리 안드로이드,0,0,0
8240085,블랙윙 보안담당자,0,0,0
8240086,안드로이드 지게차,0,0,0
8240087,허세로이드,0,0,0
8240088,겁쟁이 안드로이드,0,0,0
8240089,실패작 안드로이드B,0,0,0
8240090,레이저 안드로이드B,0,0,0
8240091,양산형 제네로이드A,0,0,0
8240092,양산형 제네로이드A,0,0,0
8240093,양산형 제네로이드B,0,0,0
8240094,양산형 제네로이드B,0,0,0
8240095,블랙윙 상자,0,0,0
8240096,유리벽,0,0,0
8240097,블랙헤븐 코어,0,0,0
8240098,스우,0,0,0
8240099,스우,0,0,0
8240100,자폭 레드,0,0,0
8240101,자폭 블루,0,0,0
8240102,자폭 옐로우,0,0,0
8240103,블랙헤븐 코어,0,0,0
8240104,스우,0,0,0
8240105,스우,0,0,0
8240106,겔리메르,0,0,0
8240107,스우,0,0,0
8240108,스우,0,0,0
8240109,스우,0,0,0
8240110,유리벽,0,0,0
8240111,감시로봇,0,0,0
8240112,블랙윙 상자,0,0,0
8240113,블랙윙 상자,0,0,0
8240114,블랙윙 상자,0,0,0
8240115,블랙윙 상자,0,0,0
8240116,블랙윙 상자,0,0,0
8240117,블랙윙 상자,0,0,0
8240118,블랙윙 상자,0,0,0
8240119,블랙윙 상자,0,0,0
8240120,블랙윙 상자,0,0,0
8240121,자폭 혼란,0,0,0
8240122,포격형 안드로이드A,0,0,0
8240123,포격형 안드로이드B,0,0,0
8240124,레이저 안드로이드,0,0,0
8240125,컨테이너,0,0,0
8240126,분쇄기,0,0,0
8240130,웨들러,0,0,0
8240131,눈덩이,0,0,0
8240132,데빌 무루쿤,0,0,0
8240133,데빌 무루쿤,0,0,0
8240134,마족 병사,0,0,0
8240135,얼음덩이,0,0,0
8240136,얼음덩이,0,0,0
8240137,얼음덩이,0,0,0
8240138,얼음덩이,0,0,0
8240139,얼음덩이,0,0,0
8240140,얼음덩이,0,0,0
8240141,얼음덩이,0,0,0
8240142,얼음덩이,0,0,0
8240143,얼음덩이,0,0,0
8240144,얼음덩이,0,0,0
8240145,얼음덩이,0,0,0
8240146,얼음덩이,0,0,0
8240147,문지기 카푸스,0,0,0
8240148,웨들러의 거미줄,0,0,0
8240149,웨들러,0,0,0
8240150,웨들러,0,0,0
8240151,고드름,0,0,0
8240152,고드름,0,0,0
8240153,고드름,0,0,0
8240154,고드름,0,0,0
8240155,고드름,0,0,0
8240156,고드름,0,0,0
8240157,고드름,0,0,0
8240158,고드름,0,0,0
8240159,고드름,0,0,0
8240160,고드름,0,0,0
8240161,고드름,0,0,0
8240162,유적전갈,0,0,0
8240163,유적 정령,0,0,0
8240164,마족병사,0,0,0
8240165,마족병사,0,0,0
8240166,카푸스의 파편,0,0,0
8240167,항아리,0,0,0
8240168,항아리,0,0,0
8240169,항아리,0,0,0
8240170,항아리,0,0,0
8240171,항아리,0,0,0
8240172,항아리,0,0,0
8240173,늑대개,0,0,0
8240174,악마새,0,0,0
8240175,악마새,0,0,0
8240176,악마새,0,0,0
8240177,경비로봇 W,0,0,0
8240178,경비로봇 F,0,0,0
8240179,임프,0,0,0
8240180,오염된 수액,0,0,0
8240181,오염된 수액,0,0,0
8240182,오염된 나뭇가지,0,0,0
8240183,오염된 나뭇가지,0,0,0
8240184,오염된 꽃,0,0,0
8240185,오염된 꽃,0,0,0
8250000,개조 당한 겁쟁이 안드로이드,0,0,0
8250001,개조 당한 실패작 안드로이드,0,0,0
8250002,개조 당한 레이저 안드로이드,0,0,0
8250003,추적자 안드로이드 레드,0,0,0
8250004,추적자 안드로이드 블루,0,0,0
8250005,사냥개 로봇 레드,0,0,0
8250006,사냥개 로봇 블루,0,0,0
8250007,개조 당한 안드로이드 수송차,0,0,0
8250008,개조 당한 허세로이드,0,0,0
8250009,미사일 안드로이드 레드,0,0,0
8250010,강화된 외부 경비 로봇,0,0,0
8250011,강화된 내부 경비 로봇,0,0,0
8250012,게오르크,0,0,0
8250013,수리로봇,0,0,0
8250014,합금 제네로이드 A,0,0,0
8250015,합금 제네로이드 A,0,0,0
8250016,강철 제네로이드 A,0,0,0
8250017,강철 제네로이드 A,0,0,0
8250018,고철 제네로이드 A,0,0,0
8250019,고철 제네로이드 A,0,0,0
8250020,합금 제네로이드 B,0,0,0
8250021,합금 제네로이드 B,0,0,0
8250022,강철 제네로이드 B,0,0,0
8250023,강철 제네로이드 B,0,0,0
8250024,고철 제네로이드 B,0,0,0
8250025,고철 제네로이드 B,0,0,0
8250026,개조 당한 거대 안드로이드,0,0,0
8250027,합금 제네로이드 B,0,0,0
8250028,미사일 안드로이드 블루,0,0,0
8250029,낙하물,0,0,0
8250030,합금 제네로이드 A,0,0,0
8250031,플라잉 레드,0,0,0
8250032,플라잉 블루,0,0,0
8250033,플라잉 옐로우,0,0,0
8250034,플라잉 그린,0,0,0
8250035,플라잉 레드,0,0,0
8250036,플라잉 블루,0,0,0
8250037,플라잉 그린,0,0,0
8250038,플라잉 옐로우,0,0,0
8300000,플라잉 호크,0,0,0
8300001,플라잉 이글,0,0,0
8300002,플라잉 레드 와이번,0,0,0
8300003,플라잉 블루 와이번,0,0,0
8300004,플라잉 블랙 와이번,0,0,0
8300005,플라잉 그리프,0,0,0
8300006,드래고니카,0,0,0
8300007,드래곤 라이더,0,0,0
8500000,시간의 구,0,0,0
8500001,파풀라투스의 시계,0,0,0
8500002,파풀라투스,0,0,0
8500003,로우 다크스타,0,0,0
8500004,하이 다크스타,0,0,0
8500005,이계의 파풀라투스,0,0,0
8500006,이계의 파풀라투스,0,0,0
8500007,파풀라투스의 틱톡,0,0,0
8500008,파풀라투스의 크로노스,0,0,0
8500009,시간의 틈,0,0,0
8500010,시간의 구,0,0,0
8500011,파풀라투스의 시계,0,0,0
8500012,파풀라투스,0,0,0
8500013,이계의 파풀라투스,0,0,0
8500014,시간의 틈,0,0,0
8500015,이계의 파풀라투스,0,0,0
8500020,시간의 구,0,0,0
8500021,파풀라투스의 시계,0,0,0
8500022,파풀라투스,0,0,0
8500023,이계의 파풀라투스,0,0,0
8510000,피아누스,0,0,0
8510100,블러드붐,0,0,0
8520000,피아누스,0,0,0
8600000,변형된 달팽이,0,0,0
8600001,변형된 주황버섯,0,0,0
8600002,변형된 슬라임,0,0,0
8600003,변형된 리본돼지,0,0,0
8600004,변형된 티노,0,0,0
8600005,변형된 티루,0,0,0
8600006,변형된 티구르,0,0,0
8610000,소울,0,0,0
8610001,플레임,0,0,0
8610002,스톰,0,0,0
8610003,다크니스,0,0,0
8610004,라이트닝,0,0,0
8610005,정식기사A,0,0,0
8610006,정식기사B,0,0,0
8610007,정식기사C,0,0,0
8610008,정식기사D,0,0,0
8610009,정식기사E,0,0,0
8610010,상급기사A,0,0,0
8610011,상급기사B,0,0,0
8610012,상급기사C,0,0,0
8610013,상급기사D,0,0,0
8610014,상급기사E,0,0,0
8610015,이프리트,0,0,0
8610016,감시병,0,0,0
8610017,감시병,0,0,0
8610018,감시병,0,0,0
8610019,감시병,0,0,0
8610020,감시병,0,0,0
8610021,감시병,0,0,0
8610022,정식기사A,0,0,0
8610023,상급기사A,0,0,0
8610024,상급기사B,0,0,0
8610025,상급기사C,0,0,0
8610026,상급기사D,0,0,0
8610027,상급기사E,0,0,0
8610028,상급기사A,0,0,0
8610029,상급기사B,0,0,0
8610030,상급기사C,0,0,0
8610031,상급기사D,0,0,0
8610032,상급기사E,0,0,0
8610033,이프리트,0,0,0
8620000,변형된 스텀프,0,0,0
8620001,변형된 다크 스텀프,0,0,0
8620002,변형된 엑스텀프,0,0,0
8620003,변형된 와일드보어,0,0,0
8620004,변형된 아이언호그,0,0,0
8620005,변형된 파이어보어,0,0,0
8620006,변형된 우드 마스크,0,0,0
8620007,변형된 스톤 마스크,0,0,0
8620008,변형된 스틸 마스크,0,0,0
8620009,에인션트 골렘,0,0,0
8620010,에인션트 다크골렘,0,0,0
8620011,에인션트 믹스골렘,0,0,0
8620012,변형된 스텀피,0,0,0
8620013,[★] 정식기사A,0,0,0
8620014,[★] 정식기사B,0,0,0
8620015,[★] 정식기사C,0,0,0
8620016,[★] 정식기사D,0,0,0
8620017,[★] 정식기사E,0,0,0
8620018,[★] 소울,0,0,0
8620019,[★] 플레임,0,0,0
8620020,[★] 스톰,0,0,0
8620021,[★] 다크니스,0,0,0
8620022,[★] 라이트닝,0,0,0
8620023,[★] 소울,0,0,0
8620024,[★] 플레임,0,0,0
8620025,[★] 스톰,0,0,0
8620026,[★] 다크니스,0,0,0
8620027,[★] 라이트닝,0,0,0
8630000,얼어붙은 고독,0,0,0
8630001,얼어붙은 공포,0,0,0
8630002,얼어붙은 분노,0,0,0
8630003,얼어붙은 불안,0,0,0
8630004,얼어붙은 허무,0,0,0
8630005,타오르는 고독,0,0,0
8630006,타오르는 공포,0,0,0
8630007,타오르는 분노,0,0,0
8630008,타오르는 불안,0,0,0
8630009,타오르는 허무,0,0,0
8630010,스며드는 고독,0,0,0
8630011,스며드는 공포,0,0,0
8630012,스며드는 분노,0,0,0
8630013,스며드는 불안,0,0,0
8630014,스며드는 허무,0,0,0
8630015,타락한 하급 마법사,0,0,0
8630016,타락한 중급 마법사,0,0,0
8630017,타락한 상급 마법사,0,0,0
8630020,얼어붙은 고독,0,0,0
8630021,얼어붙은 공포,0,0,0
8630022,얼어붙은 분노,0,0,0
8630023,얼어붙은 불안,0,0,0
8630024,얼어붙은 허무,0,0,0
8630025,타오르는 고독,0,0,0
8630026,타오르는 공포,0,0,0
8630027,타오르는 분노,0,0,0
8630028,타오르는 불안,0,0,0
8630029,타오르는 허무,0,0,0
8630030,스며드는 고독,0,0,0
8630031,스며드는 공포,0,0,0
8630032,스며드는 분노,0,0,0
8630033,스며드는 불안,0,0,0
8630034,스며드는 허무,0,0,0
8630035,타락한 하급 마법사,0,0,0
8630036,타락한 중급 마법사,0,0,0
8630037,타락한 상급 마법사,0,0,0
8630038,반마력,0,0,0
8641000,기쁨의 에르다스,0,0,0
8641001,분노의 에르다스,0,0,0
8641002,슬픔의 에르다스,0,0,0
8641003,즐거움의 에르다스,0,0,0
8641004,암석의 에르다스,0,0,0
8641005,화염의 에르다스,0,0,0
8641006,강인한 영혼의 에르다스,0,0,0
8641007,안식의 에르다스,0,0,0
8641008,에르다스의 등불,0,0,0
8641009,아르마의 부하,0,0,0
8641010,아르마,0,0,0
8641011,아르마,0,0,0
8641012,아르마의 부하,0,0,0
8641013,즐거움의 에르다스,0,0,0
8641014,강인한 영혼의 에르다스,0,0,0
8641015,아르마의 부하,0,0,0
8641016,에르다스의 등불,0,0,0
8641017,에르다스의 등불,0,0,0
8641018,에르다 응집기,0,0,0
8641019,붉은 에르다 응집체,0,0,0
8641020,푸른 에르다 응집체,0,0,0
8641021,융합된 에르다 응집체,0,0,0
8641022,기쁨의 에르다스,0,0,0
8641023,분노의 에르다스,0,0,0
8641024,슬픔의 에르다스,0,0,0
8641025,즐거움의 에르다스,0,0,0
8641026,암석의 에르다스,0,0,0
8641027,화염의 에르다스,0,0,0
8641028,강인한 영혼의 에르다스,0,0,0
8641029,아르마의 부하,0,0,0
8641030,아르마 주니어,0,0,0
8641031,아르마 주니어,0,0,0
8642000,파인디어,0,0,0
8642001,큰뿔 파인디어,0,0,0
8642002,유나나,0,0,0
8642003,램나나,0,0,0
8642004,플리온,0,0,0
8642005,성난 플리온,0,0,0
8642006,설익은 울프룻,0,0,0
8642007,잘익은 울프룻,0,0,0
8642008,그린 캣피쉬,0,0,0
8642009,블루 캣피쉬,0,0,0
8642010,라이터틀,0,0,0
8642011,대장 라이터틀,0,0,0
8642012,크릴라,0,0,0
8642013,족장 크릴라,0,0,0
8642014,버샤크,0,0,0
8642015,족장 버샤크,0,0,0
8642016,츄릅나무,0,0,0
8642017,잘익은 울프룻,0,0,0
8642018,성난 플리온,0,0,0
8642019,블루 캣피쉬,0,0,0
8642020,대장 라이터틀,0,0,0
8642021,족장 크릴라,0,0,0
8642022,족장 버샤크,0,0,0
8642023,버샤크,0,0,0
8642024,버샤크,0,0,0
8643000,클리너,0,0,0
8643001,종이봉투 뒷골목주민,0,0,0
8643002,나무판자 뒷골목주민,0,0,0
8643003,갈리나,0,0,0
8643004,갈루스,0,0,0
8643005,성난 우승접시,0,0,0
8643006,비뚤어진 우승접시,0,0,0
8643007,춤추는 빨간구두,0,0,0
8643008,성난 무도회주민,0,0,0
8643009,광기의 무도회주민,0,0,0
8643010,푸른 눈의 가고일,0,0,0
8643011,붉은 눈의 가고일,0,0,0
8643012,약화된 클리너,0,0,0
8643013,오르골,0,0,0
8643014,비뚤어진 우승접시,0,0,0
8643015,춤추는 빨간구두,0,0,0
8643016,붉은 눈의 가고일,0,0,0
8643017,붉은 눈의 가고일,0,0,0
8643018,붉은 눈의 가고일,0,0,0
8644000,물의 정령,0,0,0
8644001,햇살의 정령,0,0,0
8644002,흙의 정령,0,0,0
8644003,서리구름의 정령,0,0,0
8644004,번개구름의 정령,0,0,0
8644005,맹독의 정령,0,0,0
8644006,폭발의 정령,0,0,0
8644007,혼돈의 정령,0,0,0
8644008,절망의 정령,0,0,0
8644009,비탄의 정령,0,0,0
8644010,부조화의 정령,0,0,0
8644011,악화된 조화의 정령,0,0,0
8644012,정령의 잔해,0,0,0
8644013,정령의 잔해,0,0,0
8644014,서리구름의 정령,0,0,0
8644015,번개구름의 정령,0,0,0
8644016,혼돈의 정령,0,0,0
8644017,절망의 정령,0,0,0
8644018,비탄의 정령,0,0,0
8644019,부조화의 정령,0,0,0
8644020,물의 정령,0,0,0
8644021,바위,0,0,0
8644101,속박된 돌의 정령,0,0,0
8644102,속박된 돌의 정령,0,0,0
8644103,속박된 돌의 정령,0,0,0
8644104,속박된 돌의 정령,0,0,0
8644105,속박된 돌의 정령,0,0,0
8644106,속박된 돌의 정령,0,0,0
8644107,속박된 돌의 정령,0,0,0
8644108,속박된 돌의 정령,0,0,0
8644109,속박된 돌의 정령,0,0,0
8644110,속박된 돌의 정령,0,0,0
8644111,속박된 돌의 정령,0,0,0
8644112,속박된 돌의 정령,0,0,0
8644201,정령의 잔해,0,0,0
8644301,맹독의 추격자,0,0,0
8644302,맹독의 추격자,0,0,0
8644303,맹독의 추격자,0,0,0
8644304,맹독의 추격자,0,0,0
8644305,맹독의 추격자,0,0,0
8644400,기억속의 제네로이드A형,0,0,0
8644401,기억속의 제네로이드B형,0,0,0
8644402,이름 모를 고양이,0,0,0
8644403,힘센 형님,0,0,0
8644404,강한 형님,0,0,0
8644405,푸른 그림자,0,0,0
8644406,붉은 그림자,0,0,0
8644407,실험의 부산물A,0,0,0
8644408,실험의 부산물B,0,0,0
8644409,의식에 휘말린 근위병,0,0,0
8644410,의식에 휘말린 망치병,0,0,0
8644411,의식에 휘말린 마법사,0,0,0
8644412,의식에 휘말린 궁병,0,0,0
8644413,기억속의 제네로이드 C형,0,0,0
8644414,기억속의 제네로이드 C형,0,0,0
8644415,이름 모를 비둘기,0,0,0
8644416,이름 모를 비둘기,0,0,0
8644417,부유하는 철퇴,0,0,0
8644418,부유하는 철퇴,0,0,0
8644419,강력해진 아카이럼,0,0,0
8644420,사악한 자신의 형상,0,0,0
8644421,의식에 휘말린 근위병,0,0,0
8644422,의식에 휘말린 망치병,0,0,0
8644423,의식에 휘말린 마법사,0,0,0
8644424,의식에 휘말린 궁병,0,0,0
8644425,의식에 휘말린 잔해,0,0,0
8644426,의식에 휘말린 잔해,0,0,0
8644427,증발하는 에르다스,0,0,0
8644428,푸른 그림자,0,0,0
8644429,붉은 그림자,0,0,0
8644430,증발하는 에르다스,0,0,0
8644431,의식에 휘말린 근위병,0,0,0
8644432,의식에 휘말린 망치병,0,0,0
8644433,의식에 휘말린 마법사,0,0,0
8644434,의식에 휘말린 궁병,0,0,0
8644435,증발하는 에르다스,0,0,0
8644436,증발하는 에르다스,0,0,0
8644437,실험의 부산물A,0,0,0
8644438,실험의 부산물B,0,0,0
8644439,푸른 그림자,0,0,0
8644440,붉은 그림자,0,0,0
8644441,실험의 부산물A,0,0,0
8644442,실험의 부산물B,0,0,0
8644443,의식에 휘말린 근위병,0,0,0
8644444,의식에 휘말린 망치병,0,0,0
8644445,의식에 휘말린 마법사,0,0,0
8644446,의식에 휘말린 궁병,0,0,0
8644447,증발하는 에르다스,0,0,0
8644500,아투인,0,0,0
8644501,아투스,0,0,0
8644502,벨라리온,0,0,0
8644503,벨라리스,0,0,0
8644504,아라냐,0,0,0
8644505,아라네아,0,0,0
8644506,빛의 주시자,0,0,0
8644507,어둠의 주시자,0,0,0
8644508,빛의 집행자,0,0,0
8644509,어둠의 집행자,0,0,0
8644510,빛의 집행자,0,0,0
8644511,어둠의 집행자,0,0,0
8644520,태초를 지키는 무언가,0,0,0
8644521,태초를 지키는 무언가,0,0,0
8644522,태초를 지키는 무언가,0,0,0
8644523,태초를 지키는 무언가,0,0,0
8644524,신전을 지키는 무언가,0,0,0
8644525,신전을 지키는 무언가,0,0,0
8644600,시작되는 공포,0,0,0
8644601,강해지는 공포,0,0,0
8644602,계속되는 공포,0,0,0
8644603,압도적인 공포,0,0,0
8644604,극복할 수 없는 공포,0,0,0
8644605,공포 포식자,0,0,0
8644606,공포 포식자,0,0,0
8644607,공포 포식자,0,0,0
8644608,더스트 파이퍼,0,0,0
8644609,그레이더스트,0,0,0
8644610,그레이더스트,0,0,0
8644611,약화된 거대 괴수 더스크,0,0,0
8644612,더스크 코어,0,0,0
8644613,텐타클,0,0,0
8644614,혼돈의 피조물,0,0,0
8644615,파괴의 피조물,0,0,0
8644616,엄습하는 공포,0,0,0
8644617,주시하는 공포,0,0,0
8644618,공허의 하수인,0,0,0
8644619,황혼의 하수인,0,0,0
8644620,아라네아,0,0,0
8644621,원념의 안개,0,0,0
8644622,혼돈의 피조물,0,0,0
8644623,파괴의 피조물,0,0,0
8644624,엄습하는 공포,0,0,0
8644625,주시하는 공포,0,0,0
8644626,공허의 하수인,0,0,0
8644627,황혼의 하수인,0,0,0
8644628,더스크 코어,0,0,0
8644630,검은 사슬,0,0,0
8644631,어둠의 전령,0,0,0
8644632,혼돈의 피조물,0,0,0
8644633,파괴의 피조물,0,0,0
8644634,엄습하는 공포,0,0,0
8644635,주시하는 공포,0,0,0
8644636,공허의 하수인,0,0,0
8644637,황혼의 하수인,0,0,0
8644638,더스크의 영혼,0,0,0
8644640,혼돈의 피조물,0,0,0
8644641,파괴의 피조물,0,0,0
8644642,엄습하는 공포,0,0,0
8644643,주시하는 공포,0,0,0
8644644,공허의 하수인,0,0,0
8644645,황혼의 하수인,0,0,0
8644650,거대 괴수 더스크,0,0,0
8644651,더스크의 영혼,0,0,0
8644652,더스트 파이퍼,0,0,0
8644680,방황하는 그레이더스트,0,0,0
8644681,방황하는 그레이더스트,0,0,0
8644700,뒤엉킨 파편,0,0,0
8644701,복종하는 파편,0,0,0
8644702,어둠의 실패작,0,0,0
8644703,어둠의 피조물,0,0,0
8644704,절망의 날개,0,0,0
8644705,절망의 칼날,0,0,0
8644706,침묵의 기사,0,0,0
8644707,침묵의 정찰자,0,0,0
8644708,침묵의 방랑자,0,0,0
8644709,침묵의 감시자,0,0,0
8644710,침묵의 암살자,0,0,0
8644711,절망에 빠진 자,0,0,0
8644712,절망에 매인 자,0,0,0
8644713,날아드는 공포,0,0,0
8644714,날아드는 공포,0,0,0
8644715,날아드는 절망,0,0,0
8644716,날아드는 절망,0,0,0
8644717,날아드는 고통,0,0,0
8644718,날아드는 고통,0,0,0
8644719,리버스 다크소울,0,0,0
8644720,뒤엉킨 파편,0,0,0
8644721,복종하는 파편,0,0,0
8644722,어둠의 실패작,0,0,0
8644723,어둠의 피조물,0,0,0
8644724,침묵의 기사,0,0,0
8644725,침묵의 정찰자,0,0,0
8644726,침묵의 방랑자,0,0,0
8644727,절망의 날개,0,0,0
8644728,절망의 칼날,0,0,0
8644729,침묵의 감시자,0,0,0
8644730,침묵의 암살자,0,0,0
8644731,절망에 빠진 자,0,0,0
8644732,절망에 매인 자,0,0,0
8644750,뒤엉킨 파편,0,0,0
8644751,복종하는 파편,0,0,0
8644752,어둠의 실패작,0,0,0
8644753,어둠의 피조물,0,0,0
8644754,침묵의 기사,0,0,0
8644755,침묵의 정찰자,0,0,0
8644756,침묵의 방랑자,0,0,0
8644757,절망의 날개,0,0,0
8644758,절망의 칼날,0,0,0
8644759,침묵의 감시자,0,0,0
8644760,침묵의 암살자,0,0,0
8644761,절망에 빠진 자,0,0,0
8644762,절망에 매인 자,0,0,0
8644765,미궁의 핵,0,0,0
8644766,미궁의 핵,0,0,0
8644767,미궁의 핵,0,0,0
8644800,뒤엉킨 파편,0,0,0
8644801,복종하는 파편,0,0,0
8644802,어둠의 실패작,0,0,0
8644803,어둠의 피조물,0,0,0
8644804,침묵의 기사,0,0,0
8644805,침묵의 정찰자,0,0,0
8644806,침묵의 방랑자,0,0,0
8644807,절망의 날개,0,0,0
8644808,절망의 칼날,0,0,0
8644809,침묵의 감시자,0,0,0
8644810,침묵의 암살자,0,0,0
8644811,절망에 빠진 자,0,0,0
8644812,절망에 매인 자,0,0,0
8644813,리버스 다크소울,0,0,0
8644814,거대한 골렘,0,0,0
8644815,부서진 골렘,0,0,0
8644816,조각난 골렘,0,0,0
8644817,날아드는 공포,0,0,0
8644818,날아드는 공포,0,0,0
8644819,날아드는 절망,0,0,0
8644820,날아드는 절망,0,0,0
8644821,날아드는 고통,0,0,0
8644822,날아드는 고통,0,0,0
8644823,절망의 날개,0,0,0
8644824,절망의 칼날,0,0,0
8644825,절망의 날개,0,0,0
8644826,절망의 칼날,0,0,0
8644827,고통의 감시자,0,0,0
8644828,뒤엉킨 파편,0,0,0
8644829,복종하는 파편,0,0,0
8644830,어둠의 실패작,0,0,0
8644831,어둠의 피조물,0,0,0
8644832,침묵의 기사,0,0,0
8644833,침묵의 정찰자,0,0,0
8644834,침묵의 방랑자,0,0,0
8644835,절망의 날개,0,0,0
8644836,절망의 칼날,0,0,0
8645000,시그너스 지원군,0,0,0
8645001,노바 지원군,0,0,0
8645002,레지스탕스 지원군,0,0,0
8645003,타락한 용사,0,0,0
8645004,검은 기사 모카딘,0,0,0
8645005,미친 마법사 카리아인,0,0,0
8645006,돌격형 CQ57,0,0,0
8645007,인간사냥꾼 줄라이,0,0,0
8645008,싸움꾼 플레드,0,0,0
8645009,친위대장 듄켈,0,0,0
8645010,안세스티온,0,0,0
8645011,어센시온,0,0,0
8645012,트랜센디온,0,0,0
8645013,빛의 거인,0,0,0
8645014,어센시온,0,0,0
8645015,생명의 씨앗,0,0,0
8645016,활성화된 생명의 씨앗,0,0,0
8645017,파괴적인 생명의 씨앗,0,0,0
8645018,타락한 용사,0,0,0
8645019,싸움꾼 플레드,0,0,0
8645020,미친 마법사 카리아인,0,0,0
8645021,검은 기사 모카딘,0,0,0
8645022,엠브리온,0,0,0
8645023,포어베리온,0,0,0
8645024,터비온,0,0,0
8645025,터비온,0,0,0
8645026,디스터비온,0,0,0
8645027,디스터비온,0,0,0
8645030,안세스티온,0,0,0
8645031,트렌센디온,0,0,0
8645032,어센시온,0,0,0
8645033,타락한 용사,0,0,0
8645034,검은 기사 모카딘,0,0,0
8645035,미친 마법사 카리아인,0,0,0
8645036,돌격형 CQ57,0,0,0
8645037,인간사냥꾼 줄라이,0,0,0
8645038,싸움꾼 플레드,0,0,0
8645039,약화된 친위대장 듄켈,0,0,0
8645040,어센시온,0,0,0
8645041,포어베리온,0,0,0
8645042,엠브리온,0,0,0
8645043,차원공격,0,0,0
8645044,빛의 거인,0,0,0
8645045,약화된 창조의 아이온,0,0,0
8645046,약화된 파괴의 얄다바오트,0,0,0
8645047,약화된 창조와 파괴의 기사,0,0,0
8645048,약화된 검은 마법사,0,0,0
8645049,약화된 검은 마법사,0,0,0
8645050,약화된 검은 마법사,0,0,0
8645051,시그너스 병사,0,0,0
8645052,노바 병사,0,0,0
8645053,레지스탕스 병사,0,0,0
8645054,시그너스 병사,0,0,0
8645055,노바 병사,0,0,0
8645056,레지스탕스 병사,0,0,0
8645057,벨,0,0,0
8645058,헨리테,0,0,0
8645060,붉은 번개,0,0,0
8645061,카마엘,0,0,0
8645062,카마엘,0,0,0
8645063,카마엘,0,0,0
8645064,약화된 검은 마법사,0,0,0
8645065,약화된 검은 마법사,0,0,0
8645101,주시하는 공포,0,0,0
8645102,클리너,0,0,0
8645103,의식에 휘말린 망치병,0,0,0
8645104,아라네아,0,0,0
8645105,트랜센디온,0,0,0
8645106,시그너스 병사,0,0,0
8645111,흑태양 보병,0,0,0
8645112,흑태양 궁병,0,0,0
8645113,괴물 갈매기,0,0,0
8645114,불꽃의 정령,0,0,0
8645115,고대인의 유령,0,0,0
8645116,레프군 보병,0,0,0
8645117,사도의 번개,0,0,0
8645118,레프군 술사,0,0,0
8645120,궁정기사,0,0,0
8645121,성기사,0,0,0
8645122,세렌,0,0,0
8800000,자쿰,0,0,0
8800001,자쿰,0,0,0
8800002,자쿰,0,0,0
8800003,자쿰팔1,0,0,0
8800004,자쿰팔2,0,0,0
8800005,자쿰팔3,0,0,0
8800006,자쿰팔4,0,0,0
8800007,자쿰팔5,0,0,0
8800008,자쿰팔6,0,0,0
